FLU GAS TEMP,STEAM PRESSURE,TURBINE SPEED,GENERATOR VOLTAGE,AIR QUALITY,HEALTHINESS,ERROR TYPE
383,2275,3083,17818,253,0,1
656,2475,3291,16729,197,0,3
413,2664,2917,18765,205,0,2
591,2104,3034,17113,81,1,0
648,2946,2960,18305,30,0,2
564,2205,3048,19062,55,1,0
433,2464,2936,16909,414,0,2
618,2128,3699,19149,74,0,2
750,2441,3216,18860,411,0,1
609,2474,3534,19614,119,1,0
579,1940,3258,19345,246,0,2
617,2643,3520,17344,230,1,0
331,2389,3228,19521,101,0,1
524,2779,3330,18322,297,1,0
629,2013,3271,19572,385,1,0
550,2486,3485,17602,170,1,0
671,2324,3083,18014,158,1,0
765,2233,3307,19477,182,0,1
538,2156,3063,18731,422,0,0
600,2369,3598,16916,52,0,3
598,2346,3087,17714,345,1,0
706,2747,3240,19518,65,0,1
516,2065,2953,18990,182,0,2
592,2233,3125,18718,303,1,0
319,2708,3290,19708,316,0,1
422,2035,3420,18247,387,1,0
433,2625,3335,19140,88,1,0
601,3073,3324,19950,239,0,2
323,3021,3384,18256,152,0,1
377,2940,3029,17807,376,0,1
382,2648,3123,17611,142,0,1
579,2888,3688,16646,416,0,2
438,2252,3437,17056,176,1,0
674,2784,3570,17042,56,1,0
558,1945,3288,17342,339,0,2
345,2882,3103,18941,169,0,1
496,1923,3424,17872,318,0,2
330,2349,3339,18842,254,0,1
363,2930,3557,19847,72,0,1
551,2674,3509,19278,360,1,0
529,2376,3171,18817,366,1,0
670,2109,3361,18778,201,1,0
704,2589,3474,18908,109,0,1
383,2183,2967,19239,218,0,1
774,2129,3170,19217,196,0,1
696,2644,3608,17186,307,0,2
344,2323,3446,19178,133,0,1
640,2667,3684,16752,112,0,2
439,2698,3264,17617,94,1,0
503,2944,3518,18389,217,1,0
532,2311,3158,17887,307,1,0
516,2305,3225,16869,324,0,3
655,2359,3220,16797,225,0,3
706,2306,3097,17961,200,0,1
619,2413,3670,18558,67,0,2
501,1927,3679,18424,403,0,2
652,1916,3438,17104,312,0,2
658,2408,3681,16663,73,0,2
410,2551,3680,17664,397,0,2
370,2091,3204,19737,358,0,1
689,2899,3618,19837,331,0,2
754,3058,3078,17685,290,0,1
696,2630,3422,18326,278,1,0
638,1928,3301,18127,158,0,2
668,2657,3486,18423,250,1,0
741,2507,3660,17616,298,0,1
338,2646,3183,18165,376,0,1
621,2517,3409,17574,344,1,0
766,1952,3397,19315,141,0,1
746,1903,3639,17582,365,0,1
465,3047,3304,18248,439,0,2
692,2379,3067,19381,273,1,0
308,2418,3030,16567,370,0,1
514,2071,3292,17621,307,1,0
526,2387,3143,16586,292,0,3
783,2937,3501,18705,56,0,1
372,2617,3054,17836,447,0,1
746,2219,3513,19709,307,0,1
571,2307,3170,19167,187,1,0
373,2376,3482,16628,94,0,1
407,2525,3216,19576,33,1,0
483,2400,3644,19681,65,0,2
368,3028,3220,16698,32,0,1
434,2482,3232,19130,209,1,0
333,1926,3015,18405,288,0,1
501,2847,3560,18932,218,1,0
764,2193,3522,17755,362,0,1
462,2849,3079,17436,247,1,0
732,2653,3647,17041,363,0,1
488,3038,3530,17677,314,0,2
408,3097,3040,16534,157,0,2
549,1979,3323,18988,188,0,2
583,2143,3090,18553,419,0,0
631,2482,3371,18631,330,1,0
391,2293,3206,17852,354,0,1
453,2533,3374,17279,254,1,0
403,2513,3431,17302,64,1,0
772,2299,2976,18918,445,0,1
308,2382,3263,16687,140,0,1
517,2179,3273,17609,243,1,0
482,1905,3513,17014,153,0,2
708,2064,3097,16644,305,0,1
469,2290,3506,18866,128,1,0
688,2880,3185,17402,153,1,0
492,3059,3282,19029,201,0,2
657,2485,3503,18556,399,1,0
641,2118,3421,17464,196,1,0
522,3087,3464,19997,87,0,2
685,2110,3080,18722,362,1,0
651,2726,3468,18924,391,1,0
667,2613,2992,18795,59,0,2
566,1938,3045,17186,94,0,2
358,2062,3011,19064,31,0,1
318,2454,3217,19676,70,0,1
495,2636,3312,19428,447,0,0
346,1968,2913,17582,36,0,1
781,2359,3265,18718,224,0,1
723,2673,3271,16793,435,0,1
594,2051,3200,16500,74,0,3
533,1965,3317,19898,328,0,2
552,2151,3359,16577,181,0,3
781,2440,3546,19923,439,0,1
759,2580,3007,19328,194,0,1
602,2069,3436,17677,84,1,0
435,2171,3490,19046,183,1,0
488,1955,2870,18454,63,0,2
491,2029,3084,17965,257,1,0
434,2662,3393,17571,153,1,0
774,1910,3500,17944,134,0,1
473,2453,2984,19086,413,0,2
733,2921,2868,19283,375,0,1
303,2220,3656,17859,168,0,1
598,2621,2886,17258,67,0,2
560,2272,2962,17856,317,0,2
650,2295,3501,19103,151,1,0
461,3039,3067,18451,156,0,2
556,2443,3154,18767,90,1,0
763,2492,3046,16720,209,0,1
720,2662,3111,17414,332,0,1
364,2018,3165,17469,77,0,1
631,2540,3071,18881,448,0,0
499,2754,2994,16641,258,0,2
319,2423,3382,19402,174,0,1
642,1947,3612,17915,225,0,2
320,3008,3460,17082,388,0,1
732,2847,2942,18583,339,0,1
737,2611,3395,17468,265,0,1
355,2280,3669,18659,410,0,1
533,2851,3149,16927,401,0,3
497,2620,3460,18359,169,1,0
520,1923,3345,18709,445,0,2
391,2612,3302,19612,364,0,1
349,2257,2867,17318,205,0,1
462,2314,2953,19763,290,0,2
657,2905,2948,19194,367,0,2
460,2726,3257,17886,225,1,0
480,2369,3517,17551,336,1,0
753,2768,3033,18736,241,0,1
643,2354,2962,19309,390,0,2
409,2635,3651,19137,52,0,2
725,2789,3401,18602,139,0,1
443,2617,3406,16745,180,0,3
350,2592,2948,17543,418,0,1
688,3058,3643,16903,184,0,2
360,2840,3432,18576,275,0,1
386,3049,3561,18714,55,0,1
410,1932,3641,18964,212,0,2
380,2760,3577,18419,53,0,1
696,2403,3424,18539,312,1,0
477,2673,3190,19449,176,1,0
530,1952,3637,19999,107,0,2
453,2673,3058,18385,365,1,0
310,2913,2915,19966,144,0,1
353,2665,2936,16893,374,0,1
575,2239,3219,18601,82,1,0
300,2811,3429,16680,229,0,1
537,1946,3152,17225,380,0,2
501,2982,3022,17834,421,0,0
368,2146,2901,19450,379,0,1
709,2572,3530,18310,249,0,1
800,2924,3286,19405,440,0,1
379,2073,3520,17841,270,0,1
509,3018,3382,19012,248,0,2
353,2608,3002,18530,348,0,1
634,2291,3657,18902,405,0,2
437,2582,2980,18088,128,0,2
740,2683,3346,17890,385,0,1
664,2759,3463,19419,336,1,0
523,2976,3465,17984,375,1,0
746,2919,3290,18960,353,0,1
421,2245,3012,18841,226,1,0
423,2906,3350,17171,392,1,0
764,2564,3207,19767,450,0,1
352,2494,3040,17967,188,0,1
688,2109,3006,16501,315,0,3
535,2559,3130,18362,165,1,0
688,3030,3279,19155,300,0,2
619,3047,3444,19751,343,0,2
738,2101,3184,19749,186,0,1
332,2663,2910,18871,165,0,1
469,2893,2948,19152,450,0,2
329,2214,3569,18440,105,0,1
561,1959,3308,19957,377,0,2
769,3076,3384,17844,221,0,1
712,2388,3504,17505,179,0,1
710,2380,2949,18088,387,0,1
634,2346,3013,19313,48,1,0
317,2615,3301,19194,244,0,1
567,2575,3400,19350,52,1,0
419,1959,3304,18868,183,0,2
704,2445,3520,18935,166,0,1
446,2806,3145,18071,353,1,0
488,3074,3619,17166,110,0,2
553,2926,3610,17276,143,0,2
600,2282,3068,19118,337,1,0
653,2168,3058,19804,200,1,0
340,2466,3234,17397,271,0,1
467,3040,3119,18025,384,0,2
359,3091,3517,19008,180,0,1
421,2253,2988,17038,157,0,2
494,2097,3574,19618,167,1,0
328,2614,3007,18885,381,0,1
484,2485,3168,16811,247,0,3
608,2779,2947,19644,189,0,2
575,1916,3636,17392,405,0,2
690,2031,3647,19887,81,0,2
770,1961,2883,19446,48,0,1
548,2558,2978,16967,328,0,2
701,2905,3512,17560,251,0,1
653,2843,2985,19369,316,0,2
432,2518,2878,19572,92,0,2
361,2842,3433,19218,399,0,1
758,2525,3438,18235,175,0,1
375,1934,3658,17397,206,0,1
533,2686,2945,19768,64,0,2
520,2605,3253,19615,185,1,0
311,2704,3130,18171,257,0,1
768,2916,2959,17373,234,0,1
405,3049,2940,17159,402,0,2
750,1941,3150,20004,252,0,1
658,2763,3086,17988,404,0,0
783,3085,3235,17661,172,0,1
401,2291,3700,17795,146,0,2
512,2884,3608,19292,97,0,2
425,2054,3142,17609,125,1,0
719,2948,3346,19632,398,0,1
618,2951,3429,18529,89,1,0
445,3020,3011,17389,171,0,2
621,2328,3283,19997,330,1,0
630,2625,3685,19399,411,0,2
731,2687,3526,16773,66,0,1
365,2711,3159,19627,192,0,1
702,2806,3467,17851,112,0,1
626,1909,3308,18633,264,0,2
393,2620,3476,18269,358,0,1
684,2861,3453,16730,169,0,3
612,2627,3117,18257,195,1,0
410,2622,3174,17728,284,1,0
490,2739,3100,18497,351,1,0
324,2940,3040,19633,418,0,1
597,2101,2892,16804,55,0,2
641,3025,2990,19061,236,0,2
609,2431,3561,18945,85,1,0
788,2813,2892,19447,110,0,1
464,1932,3184,19002,366,0,2
781,2089,2851,18397,190,0,1
575,2424,3675,16950,80,0,2
480,2391,3283,17236,130,1,0
574,2650,3605,17991,376,0,2
627,2189,3103,17122,291,1,0
469,2215,3258,17613,94,1,0
781,2583,3150,19066,389,0,1
513,2919,2864,17608,240,0,2
483,2186,3015,17080,417,0,0
571,3032,3430,17668,189,0,2
776,2254,3235,18136,438,0,1
800,2285,3237,17818,376,0,1
640,2276,3410,19044,213,1,0
330,2215,3172,19622,369,0,1
334,2393,3397,16519,258,0,1
559,2184,3154,18246,222,1,0
525,2837,3513,19112,117,1,0
705,2153,2912,16857,419,0,1
477,3029,3549,19734,174,0,2
419,2122,3654,18126,107,0,2
399,2896,3596,19517,116,0,1
336,2029,2865,16741,92,0,1
753,2242,3259,19676,347,0,1
470,2928,3620,18214,359,0,2
469,1901,2975,17427,91,0,2
733,2695,3235,16937,155,0,1
329,2106,3454,19225,267,0,1
583,3025,3190,17905,224,0,2
523,2069,3411,18658,74,1,0
387,2810,3376,18813,369,0,1
435,1969,3180,18948,163,0,2
793,3085,3489,17783,207,0,1
449,2227,3594,19419,284,1,0
490,2313,3094,19112,446,0,0
336,2607,3056,19327,211,0,1
575,2075,3140,17352,368,1,0
509,2215,2948,19327,209,0,2
705,2422,3464,16909,422,0,1
724,2678,2885,16787,352,0,1
404,2799,3436,19298,236,1,0
599,2506,3423,19865,264,1,0
313,3011,3015,17920,396,0,1
398,3082,3330,17498,171,0,1
641,3074,2992,17867,150,0,2
561,2939,3686,19345,144,0,2
747,2778,3361,16948,134,0,1
690,1961,3146,17682,283,0,2
474,2442,3113,17548,147,1,0
379,2760,3118,16739,80,0,1
542,2364,2911,16549,249,0,2
565,2662,3276,18930,423,0,0
749,2317,3027,19215,152,0,1
389,2782,3327,18278,155,0,1
590,3029,3153,18184,220,0,2
728,2355,3142,17662,153,0,1
505,2127,3569,17401,157,1,0
646,2418,3574,16763,113,0,3
354,2836,3136,19823,360,0,1
529,2184,3603,17442,223,0,2
408,2830,2899,19234,243,0,2
503,2521,3366,18926,151,1,0
495,2422,3265,17275,150,1,0
381,2250,3618,18873,273,0,1
415,2747,3293,19832,333,1,0
312,2725,3118,18855,31,0,1
655,2924,3535,18604,360,1,0
607,2888,3043,16747,108,0,3
519,2711,3197,16750,297,0,3
753,2068,3395,19597,343,0,1
449,2950,3099,18490,70,1,0
365,2449,3071,19684,438,0,1
419,2439,3370,19883,75,1,0
781,2432,2892,19403,106,0,1
590,2354,3614,17555,391,0,2
702,2739,3534,17378,77,0,1
719,2532,3439,17713,296,0,1
493,2448,3180,17952,370,1,0
328,2286,2912,17799,276,0,1
558,1974,3553,16734,412,0,2
391,2379,3202,19441,310,0,1
395,2137,3282,19425,84,0,1
647,2068,3257,17676,80,1,0
533,2174,3699,16523,342,0,2
374,2893,3636,19813,63,0,1
517,3091,3479,17594,352,0,2
598,2924,3651,18743,318,0,2
545,1900,2952,17058,129,0,2
372,2950,3529,17279,125,0,1
449,2789,3694,17080,37,0,2
331,2134,3631,18387,346,0,1
332,2761,3225,19446,65,0,1
479,2953,3364,17280,242,1,0
552,2659,2871,19027,151,0,2
329,2228,3194,19818,339,0,1
493,2319,3585,19233,134,1,0
722,2240,3218,17803,394,0,1
397,1973,2929,17442,132,0,1
532,2310,2943,17124,52,0,2
347,2001,3699,19661,269,0,1
655,3089,3358,18160,272,0,2
528,1917,3526,16684,341,0,2
655,3086,3090,19943,311,0,2
647,2943,3222,19155,150,1,0
624,2513,3297,18594,153,1,0
561,2316,3480,16590,204,0,3
550,2266,3522,18291,306,1,0
634,2007,3528,16808,282,0,3
434,2110,3680,19156,425,0,2
434,2256,2889,17777,424,0,2
439,2948,2875,18019,159,0,2
529,2458,3265,16925,375,0,3
393,2112,2941,19190,385,0,1
396,2125,3229,19946,183,0,1
791,2518,3288,17985,214,0,1
513,2807,3111,19146,108,1,0
506,2490,2869,19244,207,0,2
684,3078,3260,16823,338,0,2
524,2321,3027,16876,189,0,3
699,2269,3628,19496,273,0,2
627,2376,3183,17291,415,0,0
608,2360,2950,18154,33,0,2
509,2465,3642,17530,327,0,2
532,2292,3090,19070,275,1,0
663,1971,3163,19899,160,0,2
788,2282,3455,16761,391,0,1
395,2587,3116,17639,107,0,1
784,2926,3589,17698,133,0,1
450,2616,3133,17156,224,1,0
560,2720,3338,17791,91,1,0
499,3004,2996,17343,368,0,2
398,1998,3469,17151,32,0,1
564,2084,3631,17483,311,0,2
724,2514,3311,16652,383,0,1
737,2492,3018,19784,417,0,1
319,2915,3048,19592,404,0,1
402,2106,2957,18826,339,0,2
508,2364,3283,19064,367,1,0
691,2574,3039,19220,394,1,0
774,1901,3332,18791,310,0,1
576,2353,3371,19240,154,1,0
782,3042,3632,19133,108,0,1
439,2455,3390,16765,350,0,3
782,2814,3611,17903,99,0,1
721,2269,3698,17847,431,0,1
378,2706,3105,19760,276,0,1
768,2363,2950,16849,363,0,1
446,1963,3324,17385,73,0,2
698,2272,3191,19990,160,1,0
554,3100,3294,18387,223,0,2
435,2740,3465,17745,343,1,0
681,3005,3580,17224,438,0,2
681,2144,3429,18105,350,1,0
537,2904,3493,17018,144,1,0
673,2739,3180,16807,187,0,3
359,2767,3430,17753,140,0,1
332,2968,3325,17740,347,0,1
702,2425,3308,18490,220,0,1
736,2351,3424,16553,97,0,1
552,2436,3132,18269,185,1,0
631,2002,2905,19142,60,0,2
402,3079,3197,17569,321,0,2
433,2920,3161,17627,122,1,0
638,2744,2876,17943,142,0,2
791,2928,3089,16585,383,0,1
414,1908,3126,17801,211,0,2
430,2205,3562,18566,311,1,0
445,2884,3336,19236,442,0,0
477,2002,3255,18613,237,1,0
638,2863,3548,17533,333,1,0
610,2326,2855,18379,141,0,2
346,2499,2893,18954,83,0,1
543,2244,3341,18690,74,1,0
339,3072,3485,18587,378,0,1
422,2764,3188,19276,301,1,0
688,2786,3324,19093,56,1,0
497,2974,3241,17358,90,1,0
682,2452,3084,19958,74,1,0
778,2929,3343,19753,391,0,1
325,2671,3620,16609,235,0,1
714,2558,3066,16672,444,0,1
379,2448,3336,19005,127,0,1
761,3032,3530,18152,267,0,1
438,2097,3677,17796,270,0,2
765,2943,2938,18847,152,0,1
704,2891,3185,16999,254,0,1
463,2325,3389,19314,76,1,0
407,2727,3421,18024,321,1,0
759,2262,3152,18551,88,0,1
350,1990,3337,19055,123,0,1
561,3057,3692,17362,343,0,2
712,3019,3512,18162,70,0,1
375,2270,3336,17542,347,0,1
415,2350,3447,19822,220,1,0
748,1917,2967,19114,237,0,1
458,2130,3372,17120,264,1,0
719,2517,3284,19890,232,0,1
371,2880,3231,19122,150,0,1
621,1918,3045,16666,64,0,2
420,1902,3281,19122,194,0,2
350,2042,2963,17899,89,0,1
778,2730,2880,18246,288,0,1
469,2983,3109,16680,340,0,3
731,3098,3539,19397,266,0,1
538,1964,3612,17971,154,0,2
641,2168,3121,19636,133,1,0
768,2348,3340,19493,302,0,1
421,2048,3261,18566,54,1,0
498,2633,2984,19972,145,0,2
313,2903,3502,19548,409,0,1
384,3083,3476,17256,214,0,1
736,3065,2856,16555,53,0,1
373,2158,3553,17787,124,0,1
455,2140,3593,16922,253,0,3
502,3096,3240,19447,304,0,2
410,2097,3130,18026,439,0,0
571,2695,3147,19015,189,1,0
436,2195,3612,18545,359,0,2
781,2249,3400,17166,391,0,1
444,2568,3631,18633,134,0,2
427,2340,3401,19935,89,1,0
629,3021,3068,19023,182,0,2
756,2328,3615,17594,112,0,1
636,1911,3528,16886,146,0,2
737,2916,2986,18283,403,0,1
406,2083,2897,18768,252,0,2
377,3062,3522,19900,86,0,1
627,1982,2954,19316,388,0,2
504,1944,3479,19774,68,0,2
773,2443,3616,19032,99,0,1
480,2584,2955,16948,400,0,2
342,1902,3542,17048,234,0,1
544,2108,3347,19700,389,1,0
710,2462,3506,17648,40,0,1
337,1998,3342,17306,176,0,1
788,2990,3126,19225,195,0,1
786,2146,3628,17052,221,0,1
332,2853,3298,18925,114,0,1
782,1965,3434,17431,325,0,1
312,2561,2959,16567,433,0,1
732,2256,3182,19086,448,0,1
331,2240,3101,16586,58,0,1
431,3012,3131,18730,269,0,2
511,2719,2940,19428,443,0,2
761,2499,3548,16865,395,0,1
681,2823,2986,17959,418,0,2
635,2757,3272,16929,417,0,3
440,2710,3235,19963,140,1,0
317,2626,3404,19493,408,0,1
375,2723,2940,18488,146,0,1
799,2702,3204,19837,106,0,1
723,2417,3045,19951,49,0,1
539,2803,3551,17438,253,1,0
702,3052,3165,17040,201,0,1
770,3025,3255,19559,175,0,1
306,2302,3684,18544,141,0,1
661,2052,3623,16863,148,0,2
407,2691,3042,16818,363,0,3
513,3023,3297,19480,114,0,2
697,2623,3512,17925,332,1,0
634,2824,3126,16534,380,0,3
397,2145,3252,19859,247,0,1
370,2828,3011,19518,96,0,1
760,2896,3334,17105,417,0,1
344,2615,3072,17562,73,0,1
707,2721,3501,19957,256,0,1
302,2519,3614,18527,328,0,1
642,2741,2868,19603,275,0,2
335,3099,3523,18167,117,0,1
473,2464,3653,19702,113,0,2
720,2494,3001,19537,411,0,1
510,2002,3435,17145,441,0,0
747,2777,3453,19359,159,0,1
772,2263,3427,19209,276,0,1
342,2557,3254,16990,106,0,1
455,3056,3116,18536,450,0,2
728,1922,3385,20007,178,0,1
464,2836,3653,18225,358,0,2
388,2268,3348,17054,303,0,1
508,2048,3577,18147,119,1,0
317,2507,3638,17069,64,0,1
466,2282,3366,20002,71,0,3
774,1972,3004,17785,386,0,1
301,2051,3620,17876,112,0,1
656,2750,2859,18903,433,0,2
468,1981,3349,17871,111,0,2
727,2845,3002,16826,43,0,1
601,3031,3374,19053,96,0,2
453,1912,3382,19778,436,0,2
750,2418,3405,18148,421,0,1
462,3058,3076,17906,254,0,2
800,2456,3512,18897,95,0,1
612,2322,3307,19214,50,1,0
737,2620,3002,18933,412,0,1
703,2479,3219,17810,155,0,1
782,2316,3254,18731,166,0,1
466,2361,3559,17872,336,1,0
589,2920,3557,19978,410,0,0
504,3060,3609,17338,178,0,2
798,2189,3683,16906,196,0,1
610,2389,3259,19838,98,1,0
327,2180,3527,17282,208,0,1
544,2568,3374,17473,122,1,0
685,1925,3079,18825,448,0,2
585,2993,3409,18317,420,0,0
578,2159,3392,18855,278,1,0
378,2238,2935,18717,198,0,1
753,2778,3508,17788,265,0,1
355,2269,3310,17062,32,0,1
393,2270,3102,16845,269,0,1
372,2924,3495,19502,84,0,1
658,2064,3064,17116,163,1,0
790,2902,3220,19304,138,0,1
780,2025,3299,16503,170,0,1
628,2128,3619,18113,139,0,2
610,2814,3303,19853,387,1,0
499,2796,3129,19849,395,1,0
550,1965,2982,18007,78,0,2
683,2004,3421,18579,300,1,0
360,2580,3321,17629,77,0,1
515,2720,2851,17946,426,0,2
643,2918,3350,19547,434,0,0
556,2565,2910,17516,408,0,2
770,2426,3687,16632,258,0,1
452,1971,3255,18060,168,0,2
730,2340,3604,19129,323,0,1
670,2701,3280,18601,72,1,0
393,2756,3590,18496,184,0,1
478,2793,2956,17664,226,0,2
757,2959,3051,17223,88,0,1
443,2434,3434,16863,381,0,3
454,2190,3626,19015,132,0,2
674,2071,3608,19088,41,0,2
788,2150,2854,19055,327,0,1
553,2482,3318,17920,438,0,0
563,2344,3602,19562,276,0,2
568,3078,3447,17516,389,0,2
541,2662,3031,18225,42,1,0
351,1961,3065,18494,136,0,1
395,2832,3203,18234,241,0,1
782,2648,3161,18589,281,0,1
547,2892,3214,19532,302,1,0
435,3031,3161,17274,288,0,2
415,2448,3015,19857,340,1,0
421,2616,3368,19768,82,1,0
508,2005,3565,19551,390,1,0
466,2224,3375,19115,247,1,0
484,1927,2857,16903,280,0,2
509,2356,3574,16922,280,0,3
535,2985,3562,19946,95,1,0
700,2181,3570,18893,401,0,0
328,3074,3389,18625,403,0,1
446,2010,3500,19369,106,1,0
318,2288,3489,18450,294,0,1
474,2778,3017,18943,365,1,0
606,1906,2926,18489,370,0,2
372,2284,3647,17863,289,0,1
669,2916,3323,19984,182,1,0
767,2145,3002,17176,243,0,1
600,2589,3312,17382,387,1,0
550,2482,3332,16841,75,0,3
671,2147,2863,17750,434,0,2
771,2457,3458,19290,72,0,1
352,2338,3309,17504,273,0,1
516,2383,3110,18426,64,1,0
502,2119,3089,18192,107,1,0
729,2466,3189,17523,417,0,1
709,2088,2982,18795,52,0,1
321,2631,3277,18988,75,0,1
418,2066,3224,17121,294,1,0
468,2114,3451,16987,276,0,3
589,2797,3661,18950,439,0,2
418,3032,2873,18702,243,0,2
581,2316,2858,18176,214,0,2
661,2841,3541,16618,121,0,3
518,2397,2936,16729,35,0,2
720,2317,3632,19459,398,0,1
382,2039,3451,16919,32,0,1
726,1977,3406,16571,175,0,1
446,2899,3202,18820,134,1,0
487,2742,2857,19955,116,0,2
605,2545,3274,17413,419,0,0
308,1974,3480,17682,207,0,1
664,2959,3199,18514,226,1,0
600,2349,3144,17028,33,1,0
396,1972,2878,16762,415,0,1
341,2552,3322,17774,65,0,1
366,3048,3056,17295,43,0,1
625,2166,3418,18116,128,1,0
668,2596,3270,19027,282,1,0
672,3019,2991,17706,419,0,2
632,1984,3668,16995,306,0,2
650,2062,3349,17294,193,1,0
433,2299,3679,19862,97,0,2
719,1979,3634,16785,333,0,1
375,2669,3157,18166,299,0,1
322,2953,3045,16674,158,0,1
741,3057,3515,18798,51,0,1
765,2489,3667,18397,84,0,1
606,2984,2912,19007,270,0,2
491,2563,3570,18673,357,1,0
691,2189,3498,19754,194,1,0
564,2792,3421,18435,221,1,0
498,2514,3552,17656,108,1,0
336,2200,2962,19659,62,0,1
356,2940,3303,17306,292,0,1
673,2170,2962,18136,179,0,2
527,2912,3229,17349,367,1,0
492,2663,3208,17462,225,1,0
699,2239,3378,19883,206,1,0
644,2539,2989,17049,143,0,2
683,2933,3329,18444,311,1,0
476,2589,3283,17921,40,1,0
675,2204,2871,16968,318,0,2
428,2952,3065,17247,61,1,0
682,2156,3429,16830,282,0,3
625,2594,3507,19023,357,1,0
776,2733,3137,16841,39,0,1
557,2439,3267,17641,135,1,0
421,2805,2900,18936,73,0,2
423,2612,3549,17895,393,1,0
310,2279,3464,18567,89,0,1
565,2721,3404,18863,71,1,0
688,2327,3652,19677,171,0,2
720,3058,3244,17473,136,0,1
399,2888,2911,17228,199,0,1
499,2029,3200,16996,242,0,3
772,2521,3081,19331,421,0,1
556,2608,3533,18468,341,1,0
725,1910,3051,20006,402,0,1
780,2801,3139,19041,392,0,1
322,2052,2897,18469,282,0,1
489,2619,3668,18425,357,0,2
309,2085,3218,18744,139,0,1
446,2828,3293,20006,278,0,3
371,2886,3144,19834,356,0,1
675,2667,3385,19705,67,1,0
411,2255,3415,17994,76,1,0
767,2270,3533,18035,121,0,1
567,2682,3094,17590,63,1,0
348,2548,3524,18484,75,0,1
770,2835,3465,16948,403,0,1
798,2120,3528,18047,432,0,1
614,2200,3221,17092,296,1,0
647,2311,2891,18390,84,0,2
404,3027,3598,17194,56,0,2
408,2713,3421,17317,120,1,0
727,2595,3689,19043,291,0,1
542,2708,3472,19006,237,1,0
527,2965,3245,16662,30,0,3
722,3038,3440,18820,313,0,1
602,1902,3314,18933,128,0,2
692,2082,3578,17457,438,0,0
749,2478,3687,17537,334,0,1
638,2885,3511,16623,381,0,3
623,2319,2859,17077,382,0,2
453,1954,3551,19417,57,0,2
699,2431,3083,19091,339,1,0
503,1953,2897,16895,159,0,2
321,2123,3518,18702,69,0,1
530,2915,3093,16919,254,0,3
573,3026,2881,17507,318,0,2
348,2379,3432,18062,30,0,1
598,2397,2873,19006,402,0,2
542,2662,3531,19359,110,1,0
426,2072,3390,17958,95,1,0
696,2102,3315,19454,245,1,0
443,3087,2863,18682,114,0,2
478,2866,3533,17854,293,1,0
364,2498,3003,19794,304,0,1
748,2127,3547,17615,204,0,1
669,1987,3459,19995,184,0,2
516,2153,3311,18069,156,1,0
535,2932,3606,18611,347,0,2
614,2084,3517,18454,79,1,0
357,2384,3083,18501,48,0,1
515,2480,3427,16905,55,0,3
718,2271,3174,17631,244,0,1
317,2977,3160,18839,121,0,1
542,2189,3468,19487,97,1,0
447,1955,3090,19629,330,0,2
765,2586,2926,19771,200,0,1
560,3029,3235,19769,358,0,2
500,2370,3593,19036,273,1,0
522,2871,3157,17870,391,1,0
363,2691,2987,19913,252,0,1
686,3065,3283,17788,201,0,2
386,2748,3012,18736,227,0,1
422,2810,3073,16932,172,0,3
665,2024,3666,19848,34,0,2
442,2364,3456,16874,313,0,3
465,2719,2878,16991,211,0,2
448,2344,3686,18005,332,0,2
302,3055,3365,19114,258,0,1
620,2333,3167,17656,174,1,0
300,2869,3486,18261,441,0,1
516,2097,3326,17462,118,1,0
694,1954,3044,18783,369,0,2
501,2765,3316,16729,425,0,3
795,2950,2923,16949,178,0,1
772,2243,3062,17325,151,0,1
332,3091,3196,17968,360,0,1
462,2784,3276,19230,355,1,0
436,2330,3260,19764,312,1,0
599,2775,3294,18537,48,1,0
514,2259,3458,19166,99,1,0
462,2666,3691,19960,438,0,2
632,2598,3434,16835,125,0,3
625,2489,3403,19248,397,1,0
689,2979,3056,18616,141,1,0
453,2048,3141,18198,44,1,0
557,2398,3304,18037,429,0,0
302,2002,3391,17575,217,0,1
674,2134,3605,19523,158,0,2
309,2339,3293,18202,62,0,1
308,2204,3353,19376,205,0,1
441,2356,3325,17275,298,1,0
522,2608,3635,17096,275,0,2
735,1928,3609,18846,218,0,1
557,2741,3493,19818,153,1,0
630,2753,3158,19997,298,1,0
546,1994,3553,16864,65,0,2
667,2634,3617,19172,183,0,2
686,2813,3364,19279,96,1,0
598,2782,3336,18182,244,1,0
310,2500,3185,18335,155,0,1
745,2108,3187,18401,372,0,1
751,2918,3179,19790,365,0,1
468,1969,3009,19361,41,0,2
303,2045,3072,19380,446,0,1
449,2323,2920,17346,66,0,2
398,2276,3031,18382,443,0,1
691,2939,3574,19599,237,1,0
413,2415,2934,16667,97,0,2
381,2080,3371,18047,76,0,1
363,2983,3171,19928,53,0,1
395,2898,2964,16570,354,0,1
328,2299,3395,18382,141,0,1
575,2876,3623,18084,109,0,2
714,2856,3093,19888,317,0,1
723,2474,3114,17367,111,0,1
371,2878,3262,19777,418,0,1
639,2550,3038,18176,152,1,0
793,2887,2967,18620,383,0,1
441,2387,3210,17248,92,1,0
656,2939,2870,16911,123,0,2
767,2503,3507,19327,32,0,1
632,1984,3375,16806,189,0,2
512,3021,3112,17176,363,0,2
365,1933,3265,18344,131,0,1
418,2852,3472,18594,134,1,0
536,2373,2978,19058,131,0,2
417,2990,3662,16890,433,0,2
347,2490,3700,17395,145,0,1
553,2330,2856,19197,217,0,2
